#Sequence name  length  apparent source
scaffold12779	13547	Enterobacter cloacae EcWSU1-not_cleaned
scaffold12990	578	vector/etc-not_cleaned
scaffold12995	634	vector/etc-not_cleaned
scaffold13044	744	vector/etc-not_cleaned
scaffold13045	1920	Enterobacter cloacae EcWSU1-not_cleaned
scaffold13071	1130	Enterobacter cloacae EcWSU1-not_cleaned
scaffold1309	647	Enterobacter cloacae EcWSU1-not_cleaned
scaffold13129	4521	Enterobacter cloacae EcWSU1-not_cleaned
scaffold13176	653	vector/etc-not_cleaned
scaffold13205	660	vector/etc-not_cleaned
scaffold13221	715	vector/etc-not_cleaned
scaffold13372	708	Enterobacter cloacae EcWSU1-not_cleaned
scaffold13402	563	vector/etc-not_cleaned
scaffold13446	614	vector/etc-not_cleaned
scaffold13563	572	vector/etc-not_cleaned
scaffold13571	2119	Enterobacter cloacae EcWSU1-not_cleaned
scaffold13687	2462	Enterobacter cloacae EcWSU1-not_cleaned
scaffold13751	4471	Enterobacter cloacae EcWSU1-not_cleaned
scaffold13774	583	vector/etc-not_cleaned
scaffold13803	572	vector/etc-not_cleaned
scaffold13911	610	vector/etc-not_cleaned
scaffold13917	611	vector/etc-not_cleaned
scaffold13932	1341	Enterobacter cloacae EcWSU1-not_cleaned
scaffold13959	2499	Enterobacter cloacae EcWSU1-not_cleaned
scaffold14012	540	vector/etc-not_cleaned
scaffold14033	269	Enterobacter cloacae EcWSU1-not_cleaned
scaffold14077	12994	Enterobacter cloacae EcWSU1-not_cleaned
scaffold14080	6061	Enterobacter cloacae EcWSU1-not_cleaned
scaffold14082	3527	Enterobacter cloacae EcWSU1-not_cleaned
scaffold14089	606	vector/etc-not_cleaned
scaffold14099	1190	Enterobacter cloacae EcWSU1-not_cleaned
scaffold1423	4035	Enterobacter cloacae EcWSU1-not_cleaned
scaffold14265	9457	Enterobacter cloacae EcWSU1-not_cleaned
scaffold14339	3041	Enterobacter cloacae EcWSU1-not_cleaned
scaffold14371	1535	Enterobacter cloacae EcWSU1-not_cleaned
scaffold14383	320	Clostridium beijerinckii NCIMB 8052-not_cleaned
scaffold14421	544	vector/etc-not_cleaned
scaffold14422	1300	Enterobacter cloacae EcWSU1-not_cleaned
scaffold14445	1882	Enterobacter cloacae EcWSU1-not_cleaned
scaffold14469	5193	Enterobacter cloacae EcWSU1-not_cleaned
scaffold14493	635	vector/etc-not_cleaned
scaffold14496	3152	Enterobacter cloacae EcWSU1-not_cleaned
scaffold14575	9402	Enterobacter cloacae EcWSU1-not_cleaned
scaffold14579	644	Enterobacter cloacae EcWSU1-not_cleaned
scaffold14617	565	vector/etc-not_cleaned
scaffold14642	1441	Enterobacter cloacae EcWSU1-not_cleaned
scaffold14678	4897	Enterobacter cloacae EcWSU1-not_cleaned
scaffold14681	6475	Enterobacter cloacae EcWSU1-not_cleaned
scaffold14706	703	vector/etc-not_cleaned
scaffold14714	574	vector/etc-not_cleaned
scaffold14797	1522	Enterobacter cloacae EcWSU1-not_cleaned
scaffold14831	270	Enterobacter cloacae EcWSU1-not_cleaned
scaffold14867	632	vector/etc-not_cleaned
scaffold14906	1140	Enterobacter cloacae EcWSU1-not_cleaned
scaffold14943	4624	Enterobacter cloacae EcWSU1-not_cleaned
scaffold14991	1638	Enterobacter cloacae EcWSU1-not_cleaned
scaffold1526	627	vector/etc-not_cleaned
scaffold15417	2074	Enterobacter cloacae EcWSU1-not_cleaned
scaffold15496	7132	Enterobacter cloacae EcWSU1-not_cleaned
scaffold1554	336	Enterobacter cloacae EcWSU1-not_cleaned
scaffold15678	1632	Enterobacter cloacae EcWSU1-not_cleaned
scaffold15707	1907	Enterobacter cloacae EcWSU1-not_cleaned
scaffold15754	832	Enterobacter cloacae EcWSU1-not_cleaned
scaffold15809	2259	Enterobacter cloacae EcWSU1-not_cleaned
scaffold1581	380	Enterobacter cloacae EcWSU1-not_cleaned
scaffold15820	2820	Enterobacter cloacae EcWSU1-not_cleaned
scaffold15848	4959	Enterobacter cloacae EcWSU1-not_cleaned
scaffold15902	853	Clostridium beijerinckii NCIMB 8052-not_cleaned
scaffold15954	697	Enterobacter cloacae EcWSU1-not_cleaned
scaffold15964	4234	Enterobacter cloacae EcWSU1-not_cleaned
scaffold15967	633	vector/etc-not_cleaned
scaffold15968	817	Azospirillum lipoferum 4B-not_cleaned
scaffold15980	628	vector/etc-not_cleaned
scaffold16015	1747	Enterobacter cloacae EcWSU1-not_cleaned
scaffold16021	6118	Enterobacter cloacae EcWSU1-not_cleaned
scaffold16037	1363	vector/etc-not_cleaned
scaffold16125	628	vector/etc-not_cleaned
scaffold16149	592	vector/etc-not_cleaned
scaffold1615	1913	Enterobacter cloacae EcWSU1-not_cleaned
scaffold16181	2651	Enterobacter cloacae EcWSU1-not_cleaned
scaffold16193	1803	Enterobacter cloacae EcWSU1-not_cleaned
scaffold16213	3170	Enterobacter cloacae EcWSU1-not_cleaned
scaffold16226	13123	Enterobacter cloacae EcWSU1-not_cleaned
scaffold16250	1637	Enterobacter cloacae EcWSU1-not_cleaned
scaffold16251	6405	Enterobacter cloacae EcWSU1-not_cleaned
scaffold16336	3916	Enterobacter cloacae EcWSU1-not_cleaned
scaffold16355	3531	Enterobacter cloacae EcWSU1-not_cleaned
scaffold16388	2125	Enterobacter cloacae EcWSU1-not_cleaned
scaffold16389	6099	Enterobacter cloacae EcWSU1-not_cleaned
scaffold1642	645	vector/etc-not_cleaned
scaffold16481	5348	Enterobacter cloacae EcWSU1-not_cleaned
scaffold16550	7772	Enterobacter cloacae EcWSU1-not_cleaned
scaffold16557	568	vector/etc-not_cleaned
scaffold16561	651	vector/etc-not_cleaned
scaffold16562	638	vector/etc-not_cleaned
scaffold16582	1085	Enterobacter cloacae EcWSU1-not_cleaned
scaffold16593	841	Enterobacter cloacae EcWSU1-not_cleaned
scaffold16640	3058	Enterobacter cloacae EcWSU1-not_cleaned
scaffold16649	2141	Enterobacter cloacae EcWSU1-not_cleaned
scaffold1669	22772	Enterobacter cloacae EcWSU1-not_cleaned
scaffold16741	6456	Enterobacter cloacae EcWSU1-not_cleaned
scaffold16798	749	Agrobacterium fabacearum-not_cleaned
scaffold16799	3012	Enterobacter cloacae EcWSU1-not_cleaned
scaffold16801	3335	Enterobacter cloacae EcWSU1-not_cleaned
scaffold16803	2550	Enterobacter cloacae EcWSU1-not_cleaned
scaffold16808	3089	Enterobacter cloacae EcWSU1-not_cleaned
scaffold16810	2915	Enterobacter cloacae EcWSU1-not_cleaned
scaffold16838	722	Enterobacter cloacae EcWSU1-not_cleaned
scaffold16852	704	vector/etc-not_cleaned
scaffold16926	1693	Enterobacter cloacae EcWSU1-not_cleaned
scaffold16927	593	vector/etc-not_cleaned
scaffold17010	4289	Enterobacter cloacae EcWSU1-not_cleaned
scaffold17039	4839	Enterobacter cloacae EcWSU1-not_cleaned
scaffold1713	3923	Enterobacter cloacae EcWSU1-not_cleaned
scaffold17139	819	vector/etc-not_cleaned
scaffold17140	622	vector/etc-not_cleaned
scaffold1717	2708	Enterobacter cloacae EcWSU1-not_cleaned
scaffold1718	2628	Enterobacter cloacae EcWSU1-not_cleaned
scaffold1719	346	Enterobacter cloacae EcWSU1-not_cleaned
scaffold17218	652	vector/etc-not_cleaned
scaffold17224	3899	Enterobacter cloacae EcWSU1-not_cleaned
scaffold1738	1550	Enterobacter cloacae EcWSU1-not_cleaned
scaffold17394	620	vector/etc-not_cleaned
scaffold1741	4627	Enterobacter cloacae EcWSU1-not_cleaned
scaffold17444	2312	Enterobacter cloacae EcWSU1-not_cleaned
scaffold17447	560	vector/etc-not_cleaned
scaffold17460	2171	Enterobacter cloacae EcWSU1-not_cleaned
scaffold1749	5332	Enterobacter cloacae EcWSU1-not_cleaned
scaffold17504	661	vector/etc-not_cleaned
scaffold17516	2958	Enterobacter cloacae EcWSU1-not_cleaned
scaffold17591	2467	Enterobacter cloacae EcWSU1-not_cleaned
scaffold17615	7646	Enterobacter cloacae EcWSU1-not_cleaned
scaffold17637	6472	Enterobacter cloacae EcWSU1-not_cleaned
scaffold17676	8436	Enterobacter cloacae EcWSU1-not_cleaned
scaffold17698	8588	Enterobacter cloacae EcWSU1-not_cleaned
scaffold17702	5149	Enterobacter cloacae EcWSU1-not_cleaned
scaffold17798	638	vector/etc-not_cleaned
scaffold17851	568	vector/etc-not_cleaned
scaffold17900	3078	Enterobacter cloacae EcWSU1-not_cleaned
scaffold17939	3425	Enterobacter cloacae EcWSU1-not_cleaned
scaffold17969	2787	Enterobacter cloacae EcWSU1-not_cleaned
scaffold18035	5519	Enterobacter cloacae EcWSU1-not_cleaned
scaffold18191	2956649	Agrobacterium fabacearum-not_cleaned
scaffold18237	1286	Enterobacter cloacae EcWSU1-not_cleaned
scaffold18240	1251	Enterobacter cloacae EcWSU1-not_cleaned
scaffold18259	550	vector/etc-not_cleaned
scaffold1826	695	vector/etc-not_cleaned
scaffold18335	1484	Enterobacter cloacae EcWSU1-not_cleaned
scaffold18374	7843	Enterobacter cloacae EcWSU1-not_cleaned
scaffold18396	8216	Enterobacter cloacae EcWSU1-not_cleaned
scaffold18409	1396	Enterobacter cloacae EcWSU1-not_cleaned
scaffold18439	601	vector/etc-not_cleaned
scaffold18463	2231	Enterobacter cloacae EcWSU1-not_cleaned
scaffold18482	1946	Enterobacter cloacae EcWSU1-not_cleaned
scaffold18532	607	vector/etc-not_cleaned
scaffold18553	7260	Enterobacter cloacae EcWSU1-not_cleaned
scaffold18588	587	vector/etc-not_cleaned
scaffold18672	6408	Enterobacter cloacae EcWSU1-not_cleaned
scaffold18718	289	Enterobacter cloacae EcWSU1-not_cleaned
scaffold18720	954	Enterobacter cloacae EcWSU1-not_cleaned
scaffold18721	3353	Enterobacter cloacae EcWSU1-not_cleaned
scaffold18758	5622	Enterobacter cloacae EcWSU1-not_cleaned
scaffold18759	4177	Enterobacter cloacae EcWSU1-not_cleaned
scaffold18772	5657	Enterobacter cloacae EcWSU1-not_cleaned
scaffold18794	648	vector/etc-not_cleaned
scaffold18798	549	vector/etc-not_cleaned
scaffold18817	14300	Enterobacter cloacae EcWSU1-not_cleaned
scaffold18878	1210	vector/etc-not_cleaned
scaffold18879	3777	Enterobacter cloacae EcWSU1-not_cleaned
scaffold18948	16178	Enterobacter cloacae EcWSU1-not_cleaned
scaffold18959	398	vector/etc-not_cleaned
scaffold18998	4386	Enterobacter cloacae EcWSU1-not_cleaned
scaffold19016	718	vector/etc-not_cleaned
scaffold19056	1330	Enterobacter cloacae EcWSU1-not_cleaned
scaffold19076	5709	Enterobacter cloacae EcWSU1-not_cleaned
scaffold19088	870	Enterobacter cloacae EcWSU1-not_cleaned
scaffold19096	7097	Enterobacter cloacae EcWSU1-not_cleaned
scaffold19098	2546	Enterobacter cloacae EcWSU1-not_cleaned
scaffold19111	1135	Enterobacter cloacae EcWSU1-not_cleaned
scaffold19112	906	Enterobacter cloacae EcWSU1-not_cleaned
scaffold19114	589	vector/etc-not_cleaned
scaffold19115	647	vector/etc-not_cleaned
scaffold19132	912	vector/etc-not_cleaned
scaffold19137	7420	Enterobacter cloacae EcWSU1-not_cleaned
scaffold19144	2085	Enterobacter cloacae EcWSU1-not_cleaned
scaffold19169	903	Enterobacter cloacae EcWSU1-not_cleaned
scaffold19188	10045	Enterobacter cloacae EcWSU1-not_cleaned
scaffold19193	3306	Enterobacter cloacae EcWSU1-not_cleaned
scaffold19197	362	vector/etc-not_cleaned
scaffold19203	2601	Enterobacter cloacae EcWSU1-not_cleaned
scaffold19239	624	vector/etc-not_cleaned
scaffold19243	3406	Enterobacter cloacae EcWSU1-not_cleaned
scaffold19277	7569	Enterobacter cloacae EcWSU1-not_cleaned
scaffold19290	4566	Enterobacter cloacae EcWSU1-not_cleaned
scaffold19310	6166	Enterobacter cloacae EcWSU1-not_cleaned
scaffold19314	614	vector/etc-not_cleaned
scaffold19318	558	vector/etc-not_cleaned
scaffold19322	4588	Enterobacter cloacae EcWSU1-not_cleaned
scaffold19344	809	Azospirillum lipoferum 4B-not_cleaned
scaffold19350	2729	Enterobacter cloacae EcWSU1-not_cleaned
scaffold19394	8946	Enterobacter cloacae EcWSU1-not_cleaned
scaffold19411	6578	Enterobacter cloacae EcWSU1-not_cleaned
scaffold1942	6664	Enterobacter cloacae EcWSU1-not_cleaned
scaffold19434	560	vector/etc-not_cleaned
scaffold19461	4958	Enterobacter cloacae EcWSU1-not_cleaned
scaffold19474	9310	Enterobacter cloacae EcWSU1-not_cleaned
scaffold19477	4241	Enterobacter cloacae EcWSU1-not_cleaned
scaffold19516	650	vector/etc-not_cleaned
scaffold19517	560	vector/etc-not_cleaned
scaffold19531	606	vector/etc-not_cleaned
scaffold19551	5565	Enterobacter cloacae EcWSU1-not_cleaned
scaffold19566	588	vector/etc-not_cleaned
scaffold19572	2016	Enterobacter cloacae EcWSU1-not_cleaned
scaffold19573	2134	Enterobacter cloacae EcWSU1-not_cleaned
scaffold19610	2602	Enterobacter cloacae EcWSU1-not_cleaned
scaffold19639	2686	Enterobacter cloacae EcWSU1-not_cleaned
scaffold19645	2291	Enterobacter cloacae EcWSU1-not_cleaned
scaffold19654	681	Enterobacter cloacae EcWSU1-not_cleaned
scaffold19660	3533	Enterobacter cloacae EcWSU1-not_cleaned
scaffold19662	2511	Enterobacter cloacae EcWSU1-not_cleaned
scaffold19663	575	vector/etc-not_cleaned
scaffold19678	843	Enterobacter cloacae EcWSU1-not_cleaned
scaffold19681	9709	Enterobacter cloacae EcWSU1-not_cleaned
scaffold19683	3236	Enterobacter cloacae EcWSU1-not_cleaned
scaffold19692	2490	Enterobacter cloacae EcWSU1-not_cleaned
scaffold19695	2239	Enterobacter cloacae EcWSU1-not_cleaned
scaffold19697	4039	Enterobacter cloacae EcWSU1-not_cleaned
scaffold1971	4636	Enterobacter cloacae EcWSU1-not_cleaned
scaffold19724	580	vector/etc-not_cleaned
scaffold19731	958	Enterobacter cloacae EcWSU1-not_cleaned
scaffold19734	715	vector/etc-not_cleaned
scaffold19751	534	Clostridium beijerinckii NCIMB 8052-not_cleaned
scaffold19759	2581	Enterobacter cloacae EcWSU1-not_cleaned
scaffold19761	644	Enterobacter cloacae EcWSU1-not_cleaned
scaffold19780	595	vector/etc-not_cleaned
scaffold19798	816	Enterobacter cloacae EcWSU1-not_cleaned
scaffold19800	339	Enterobacter cloacae EcWSU1-not_cleaned
scaffold19830	4605	Enterobacter cloacae EcWSU1-not_cleaned
scaffold19836	3458	Enterobacter cloacae EcWSU1-not_cleaned
scaffold1984	561	vector/etc-not_cleaned
scaffold19841	21102	Enterobacter cloacae EcWSU1-not_cleaned
scaffold19864	2984	Enterobacter cloacae EcWSU1-not_cleaned
scaffold19894	601	vector/etc-not_cleaned
scaffold19908	26690	Enterobacter cloacae EcWSU1-not_cleaned
scaffold1991	592	vector/etc-not_cleaned
scaffold19914	4003	Enterobacter cloacae EcWSU1-not_cleaned
scaffold1992	589	vector/etc-not_cleaned
scaffold19937	5704	Enterobacter cloacae EcWSU1-not_cleaned
scaffold1994	8440	Enterobacter cloacae EcWSU1-not_cleaned
scaffold19943	3432	Enterobacter cloacae EcWSU1-not_cleaned
scaffold19950	629	vector/etc-not_cleaned
scaffold19953	580	vector/etc-not_cleaned
scaffold19996	1240	Enterobacter cloacae EcWSU1-not_cleaned
scaffold20098	1952	Enterobacter cloacae EcWSU1-not_cleaned
scaffold20106	724	vector/etc-not_cleaned
scaffold20108	5392	Enterobacter cloacae EcWSU1-not_cleaned
scaffold20158	582	vector/etc-not_cleaned
scaffold20178	5380	Enterobacter cloacae EcWSU1-not_cleaned
scaffold20213	2298	Enterobacter cloacae EcWSU1-not_cleaned
scaffold20233	667	vector/etc-not_cleaned
scaffold20238	601	vector/etc-not_cleaned
scaffold20239	605	vector/etc-not_cleaned
scaffold20335	3732	Enterobacter cloacae EcWSU1-not_cleaned
scaffold20341	2220	Enterobacter cloacae EcWSU1-not_cleaned
scaffold20355	3736	Enterobacter cloacae EcWSU1-not_cleaned
scaffold20388	3640	Enterobacter cloacae EcWSU1-not_cleaned
scaffold20397	620	vector/etc-not_cleaned
scaffold20415	3242	Enterobacter cloacae EcWSU1-not_cleaned
scaffold20420	2045	Enterobacter cloacae EcWSU1-not_cleaned
scaffold20475	12356	Enterobacter cloacae EcWSU1-not_cleaned
scaffold20478	1985	Enterobacter cloacae EcWSU1-not_cleaned
scaffold20479	8064	Enterobacter cloacae EcWSU1-not_cleaned
scaffold20503	532	vector/etc-not_cleaned
scaffold20504	669	vector/etc-not_cleaned
scaffold20528	626	vector/etc-not_cleaned
scaffold20531	591	vector/etc-not_cleaned
scaffold20600	668	vector/etc-not_cleaned
scaffold20608	13156	Enterobacter cloacae EcWSU1-not_cleaned
scaffold2062	12526	Enterobacter cloacae EcWSU1-not_cleaned
scaffold20664	694	vector/etc-not_cleaned
scaffold20763	642	vector/etc-not_cleaned
scaffold20764	4913	Enterobacter cloacae EcWSU1-not_cleaned
scaffold20767	1944	Enterobacter cloacae EcWSU1-not_cleaned
scaffold20779	281	Enterobacter cloacae EcWSU1-not_cleaned
scaffold2079	8002	Enterobacter cloacae EcWSU1-not_cleaned
scaffold20805	6573	Enterobacter cloacae EcWSU1-not_cleaned
scaffold20815	10352	Enterobacter cloacae EcWSU1-not_cleaned
scaffold20826	605	vector/etc-not_cleaned
scaffold20827	2683	Enterobacter cloacae EcWSU1-not_cleaned
scaffold20835	2666	Enterobacter cloacae EcWSU1-not_cleaned
scaffold20864	3549	Enterobacter cloacae EcWSU1-not_cleaned
scaffold20869	3725	Enterobacter cloacae EcWSU1-not_cleaned
scaffold20873	3025	Enterobacter cloacae EcWSU1-not_cleaned
scaffold20893	3412	Enterobacter cloacae EcWSU1-not_cleaned
scaffold20895	658	vector/etc-not_cleaned
scaffold20897	4848	Enterobacter cloacae EcWSU1-not_cleaned
scaffold20905	2498	Enterobacter cloacae EcWSU1-not_cleaned
scaffold20910	11970	Enterobacter cloacae EcWSU1-not_cleaned
scaffold20911	844	Enterobacter cloacae EcWSU1-not_cleaned
scaffold20913	7995	Enterobacter cloacae EcWSU1-not_cleaned
scaffold20915	2432	Enterobacter cloacae EcWSU1-not_cleaned
scaffold20933	4676	Enterobacter cloacae EcWSU1-not_cleaned
scaffold20947	664	vector/etc-not_cleaned
scaffold20959	3383	Enterobacter cloacae EcWSU1-not_cleaned
scaffold20969	613	vector/etc-not_cleaned
scaffold20974	5203	Enterobacter cloacae EcWSU1-not_cleaned
scaffold20978	2185	Enterobacter cloacae EcWSU1-not_cleaned
scaffold21010	4411	Enterobacter cloacae EcWSU1-not_cleaned
scaffold21018	12565	Enterobacter cloacae EcWSU1-not_cleaned
scaffold21023	1973	Enterobacter cloacae EcWSU1-not_cleaned
scaffold21071	617	vector/etc-not_cleaned
scaffold21109	3499	Enterobacter cloacae EcWSU1-not_cleaned
scaffold21120	1666	Enterobacter cloacae EcWSU1-not_cleaned
scaffold2117	731	Enterobacter cloacae EcWSU1-not_cleaned
scaffold21201	2526	Enterobacter cloacae EcWSU1-not_cleaned
scaffold21207	3440	Enterobacter cloacae EcWSU1-not_cleaned
scaffold21208	586	vector/etc-not_cleaned
scaffold21209	612	vector/etc-not_cleaned
scaffold21218	581	vector/etc-not_cleaned
scaffold21230	4364	Enterobacter cloacae EcWSU1-not_cleaned
scaffold21238	2286	Enterobacter cloacae EcWSU1-not_cleaned
scaffold21266	6423	Enterobacter cloacae EcWSU1-not_cleaned
scaffold21268	548	vector/etc-not_cleaned
scaffold21282	2547	Enterobacter cloacae EcWSU1-not_cleaned
scaffold21303	646	Enterobacter cloacae EcWSU1-not_cleaned
scaffold21312	667	vector/etc-not_cleaned
scaffold21318	596	vector/etc-not_cleaned
scaffold21326	1011	Enterobacter cloacae EcWSU1-not_cleaned
scaffold21351	5209	Enterobacter cloacae EcWSU1-not_cleaned
scaffold21363	8065	Enterobacter cloacae EcWSU1-not_cleaned
scaffold21368	685	Enterobacter cloacae EcWSU1-not_cleaned
scaffold21370	2042	Enterobacter cloacae EcWSU1-not_cleaned
scaffold21371	1019	Enterobacter cloacae EcWSU1-not_cleaned
scaffold21372	1054	Enterobacter cloacae EcWSU1-not_cleaned
scaffold21373	857	Enterobacter cloacae EcWSU1-not_cleaned
scaffold21382	4983	Enterobacter cloacae EcWSU1-not_cleaned
scaffold21383	5532	Enterobacter cloacae EcWSU1-not_cleaned
scaffold21385	2332	Enterobacter cloacae EcWSU1-not_cleaned
scaffold21395	2914	Enterobacter cloacae EcWSU1-not_cleaned
scaffold21403	2981	Enterobacter cloacae EcWSU1-not_cleaned
scaffold21404	5044	Enterobacter cloacae EcWSU1-not_cleaned
scaffold21412	644	vector/etc-not_cleaned
scaffold21422	1591	Enterobacter cloacae EcWSU1-not_cleaned
scaffold21431	3726	Enterobacter cloacae EcWSU1-not_cleaned
scaffold21440	2816	Enterobacter cloacae EcWSU1-not_cleaned
scaffold21441	575	vector/etc-not_cleaned
scaffold21444	614	vector/etc-not_cleaned
scaffold21447	3320	Enterobacter cloacae EcWSU1-not_cleaned
scaffold21448	585	vector/etc-not_cleaned
scaffold21474	1966	Enterobacter cloacae EcWSU1-not_cleaned
scaffold21484	8536	Enterobacter cloacae EcWSU1-not_cleaned
scaffold21488	8669	Enterobacter cloacae EcWSU1-not_cleaned
scaffold21494	6872	Enterobacter cloacae EcWSU1-not_cleaned
scaffold21502	4805	Enterobacter cloacae EcWSU1-not_cleaned
scaffold21508	5754	Enterobacter cloacae EcWSU1-not_cleaned
scaffold21521	5054	Enterobacter cloacae EcWSU1-not_cleaned
scaffold21527	555	vector/etc-not_cleaned
scaffold21529	6120	Enterobacter cloacae EcWSU1-not_cleaned
scaffold21542	690	vector/etc-not_cleaned
scaffold21552	289	Enterobacter cloacae EcWSU1-not_cleaned
scaffold21554	3147	Enterobacter cloacae EcWSU1-not_cleaned
scaffold21567	1879	Enterobacter cloacae EcWSU1-not_cleaned
scaffold21574	4301	Enterobacter cloacae EcWSU1-not_cleaned
